routes_id,lat,lng,routes_status_code,uber_pool_distance,uber_pool_duration,uber_pool_high_estimate,uber_pool_low_estimate,uber_x_distance,uber_x_duration,uber_x_high_estimate,uber_x_low_estimate,uber_pool_surge,uber_x_surge,radius
5675,42.47812666681149,-71.10797529206269,200,9.38,1620.0,20.0,15.0,9.38,1620.0,24.0,19.0,,,7.25
5676,42.4779634695868,-71.10578667309764,200,9.02,1500.0,20.0,14.0,9.02,1500.0,23.0,18.0,,,7.25
5677,42.477775270381535,-71.10360173476772,200,9.02,1440.0,19.0,14.0,9.02,1440.0,23.0,18.0,,,7.25
5678,42.477562114268686,-71.1014210003578,200,8.88,1560.0,20.0,14.0,8.88,1560.0,23.0,18.0,,,7.25
5679,42.47732405229843,-71.09924499214594,200,8.88,1440.0,19.0,14.0,8.88,1440.0,23.0,18.0,,,7.25
5680,42.47706114148571,-71.09707423127828,200,8.99,1560.0,20.0,14.0,8.99,1560.0,23.0,18.0,,,7.25
5681,42.47677344479675,-71.09490923764426,200,9.14,1440.0,19.0,13.0,9.14,1440.0,22.0,17.0,,,7.25
5682,42.47646103113385,-71.09275052975201,200,9.18,1800.0,19.0,14.0,9.18,1800.0,23.0,18.0,,,7.25
5683,42.47612397531898,-71.09059862460444,200,9.33,1860.0,20.0,14.0,9.33,1860.0,24.0,18.0,,,7.25
5684,42.47576235807577,-71.08845403757499,200,9.41,1860.0,20.0,15.0,9.41,1860.0,24.0,19.0,,,7.25
5685,42.47537626601029,-71.08631728228457,200,9.52,1920.0,20.0,15.0,9.52,1920.0,24.0,19.0,,,7.25
5686,42.47496579159017,-71.08418887047844,200,9.87,1920.0,21.0,15.0,9.87,1920.0,25.0,19.0,,,7.25
5687,42.47453103312258,-71.08206931190351,200,9.95,1860.0,21.0,15.0,9.95,1860.0,25.0,19.0,,,7.25
5688,42.47407209473058,-71.07995911418652,200,10.21,1920.0,21.0,15.0,10.21,1920.0,25.0,20.0,,,7.25
5689,42.473589086328296,-71.07785878271217,200,10.24,1920.0,21.0,15.0,10.24,1920.0,25.0,20.0,,,7.25
5690,42.473082123594494,-71.07576882050235,200,10.38,2040.0,21.0,16.0,10.38,2040.0,26.0,20.0,,,7.25
5691,42.47255132794492,-71.07368972809546,200,10.33,1980.0,21.0,16.0,10.33,1980.0,26.0,20.0,,,7.25
5692,42.47199682650324,-71.07162200342671,200,10.5,2100.0,22.0,16.0,10.5,2100.0,26.0,21.0,,,7.25
5693,42.47141875207054,-71.06956614170869,200,10.72,1980.0,22.0,16.0,10.72,1980.0,26.0,21.0,,,7.25
5694,42.47081724309358,-71.06752263531291,200,10.76,2160.0,22.0,16.0,10.76,2160.0,27.0,21.0,,,7.25
5695,42.4701924436316,-71.06549197365176,200,10.89,2160.0,22.0,17.0,10.89,2160.0,27.0,21.0,,,7.25
5696,42.46954450332181,-71.06347464306151,200,10.93,2100.0,22.0,16.0,10.93,2100.0,27.0,21.0,,,7.25
5697,42.468873577343615,-71.06147112668549,200,10.99,2160.0,22.0,17.0,10.99,2160.0,27.0,21.0,,,7.25
5698,42.46817982638135,-71.05948190435873,200,9.98,2160.0,21.0,16.0,9.98,2160.0,26.0,20.0,,,7.25
5699,42.467463416585886,-71.0575074524928,200,11.27,2280.0,23.0,17.0,11.27,2280.0,28.0,22.0,,,7.25
5700,42.4667245195348,-71.05554824396184,200,11.31,2160.0,23.0,17.0,11.31,2160.0,28.0,22.0,,,7.25
5701,42.46596331219127,-71.05360474798927,200,10.09,2220.0,22.0,16.0,10.09,2220.0,26.0,20.0,,,7.25
5702,42.46517997686173,-71.05167743003537,200,10.18,2160.0,22.0,16.0,10.18,2160.0,26.0,20.0,,,7.25
5703,42.464374701152174,-71.04976675168588,200,10.33,2280.0,22.0,16.0,10.33,2280.0,27.0,21.0,,,7.25
5704,42.463547677923216,-71.04787317054134,200,10.41,2160.0,22.0,16.0,10.41,2160.0,26.0,21.0,,,7.25
5705,42.462699105244006,-71.04599714010772,200,10.48,2160.0,22.0,16.0,10.48,2160.0,26.0,21.0,,,7.25
5706,42.4618291863446,-71.0441391096875,200,16.48,1920.0,33.0,25.0,16.48,1920.0,36.0,29.0,,,7.25
5707,42.460938129567474,-71.04229952427235,200,16.34,1920.0,33.0,25.0,16.34,1920.0,36.0,29.0,,,7.25
5708,42.460026148317496,-71.04047882443629,200,16.55,1920.0,33.0,25.0,16.55,1920.0,36.0,29.0,,,7.25
5709,42.45909346101092,-71.03867744623045,200,16.09,1920.0,32.0,25.0,16.09,1920.0,36.0,28.0,,,7.25
5710,42.45814029102301,-71.0368958210784,200,16.05,1920.0,32.0,25.0,16.05,1920.0,36.0,28.0,,,7.25
5711,42.45716686663454,-71.035134375673,200,16.05,1920.0,32.0,25.0,16.05,1920.0,36.0,28.0,,,7.25
5712,42.45617342097715,-71.03339353187404,200,16.09,1920.0,32.0,25.0,16.09,1920.0,36.0,28.0,,,7.25
5713,42.45516019197753,-71.03167370660742,200,17.63,2160.0,36.0,28.0,17.63,2160.0,39.0,31.0,,,7.25
5714,42.454127422300346,-71.02997531176506,200,15.42,1980.0,31.0,24.0,15.42,1980.0,35.0,28.0,,,7.25
5715,42.45307535929026,-71.02829875410646,200,15.36,1920.0,31.0,24.0,15.36,1920.0,35.0,28.0,,,7.25
5716,42.45200425491256,-71.02664443516112,200,16.0,1860.0,32.0,24.0,16.0,1860.0,35.0,28.0,,,7.25
5717,42.45091436569291,-71.0250127511325,200,16.02,1860.0,32.0,24.0,16.02,1860.0,35.0,28.0,,,7.25
5718,42.44980595265585,-71.02340409280305,200,16.07,1860.0,32.0,24.0,16.07,1860.0,35.0,28.0,,,7.25
5719,42.44867928126233,-71.02181884544068,200,14.48,1800.0,29.0,22.0,14.48,1800.0,33.0,26.0,,,7.25
5720,42.447534621346094,-71.02025738870644,200,14.51,1800.0,29.0,22.0,14.51,1800.0,33.0,26.0,,,7.25
5721,42.44637224704907,-71.01872009656356,200,14.82,2160.0,31.0,24.0,14.82,2160.0,35.0,28.0,,,7.25
5722,42.44519243675575,-71.01720733718804,200,14.07,1800.0,28.0,21.0,14.07,1800.0,32.0,26.0,,,7.25
5723,42.443995473026426,-71.01571947288028,200,14.0,1800.0,28.0,21.0,14.0,1800.0,32.0,26.0,,,7.25
5724,42.44278164252965,-71.01425685997846,200,13.93,1680.0,27.0,21.0,13.93,1680.0,32.0,25.0,,,7.25
5725,42.44155123597343,-71.01281984877308,200,14.03,1800.0,28.0,21.0,14.03,1800.0,33.0,26.0,,,7.25
5726,42.440304548035726,-71.01140878342319,200,14.0,1800.0,28.0,21.0,14.0,1800.0,32.0,26.0,,,7.25
5727,42.43904187729383,-71.01002400187387,200,14.04,1800.0,28.0,21.0,14.04,1800.0,32.0,26.0,,,7.25
5728,42.43776352615283,-71.0086658357753,200,14.03,1620.0,27.0,20.0,14.03,1620.0,32.0,25.0,,,7.25
5729,42.436469800773246,-71.00733461040342,200,14.03,1620.0,27.0,20.0,14.03,1620.0,32.0,25.0,,,7.25
5730,42.435161010997646,-71.00603064458187,200,16.99,1980.0,34.0,26.0,16.99,1980.0,37.0,29.0,,,7.25
5731,42.433837470276494,-71.00475425060584,200,16.99,1980.0,34.0,26.0,16.99,1980.0,37.0,29.0,,,7.25
5732,42.43249949559301,-71.00350573416706,200,16.97,1980.0,34.0,26.0,16.97,1980.0,37.0,29.0,,,7.25
5733,42.43114740738734,-71.00228539428073,200,17.04,1980.0,34.0,26.0,17.04,1980.0,37.0,29.0,,,7.25
5734,42.429781529479754,-71.0010935232139,200,17.1,1980.0,34.0,26.0,17.1,1980.0,37.0,30.0,,,7.25
5735,42.428402188993104,-70.99993040641536,200,17.15,1980.0,34.0,26.0,17.15,1980.0,37.0,30.0,,,7.25
5736,42.42700971627447,-70.99879632244745,200,14.2,1980.0,29.0,22.0,14.2,1980.0,33.0,26.0,,,7.25
5737,42.42560444481608,-70.99769154291917,200,14.14,1980.0,29.0,22.0,14.14,1980.0,33.0,26.0,,,7.25
5738,42.424186711175366,-70.99661633242124,200,13.46,1860.0,27.0,21.0,13.46,1860.0,32.0,25.0,,,7.25
5739,42.422756854894466,-70.99557094846276,200,13.49,1860.0,27.0,21.0,13.49,1860.0,32.0,25.0,,,7.25
5740,42.421315218418826,-70.99455564140942,200,13.55,1860.0,27.0,21.0,13.55,1860.0,32.0,25.0,,,7.25
5741,42.4198621470152,-70.99357065442356,200,13.58,1860.0,27.0,21.0,13.58,1860.0,32.0,25.0,,,7.25
5742,42.41839798868896,-70.9926162234061,200,13.43,1800.0,27.0,20.0,13.43,1800.0,32.0,25.0,,,7.25
5743,42.416923094100746,-70.99169257693977,200,13.36,2160.0,28.0,22.0,13.36,2160.0,33.0,26.0,,,7.25
5744,42.41543781648253,-70.9907999362346,200,13.15,2100.0,28.0,21.0,13.15,2100.0,32.0,25.0,,,7.25
5745,42.413942511552975,-70.98993851507484,200,13.31,1860.0,27.0,20.0,13.31,1860.0,32.0,25.0,,,7.25
5746,42.412437537432226,-70.98910851976777,200,13.86,2100.0,29.0,22.0,13.86,2100.0,33.0,26.0,,,7.25
5747,42.41092325455618,-70.98831014909426,200,13.76,2100.0,29.0,22.0,13.76,2100.0,33.0,26.0,,,7.25
5748,42.409400025590145,-70.98754359426124,200,13.67,2040.0,29.0,22.0,13.67,2040.0,33.0,26.0,,,7.25
5749,42.40786821534198,-70.98680903885585,200,13.54,1920.0,28.0,21.0,13.54,1920.0,32.0,26.0,,,7.25
5750,42.40632819067474,-70.98610665880142,200,13.41,1920.0,27.0,21.0,13.41,1920.0,32.0,25.0,,,7.25
5751,42.404780320418794,-70.98543662231549,200,13.38,1920.0,27.0,21.0,13.38,1920.0,32.0,25.0,,,7.25
5752,42.40322497528352,-70.98479908986937,200,13.39,2040.0,28.0,21.0,13.39,2040.0,32.0,26.0,,,7.25
5753,42.401662527768465,-70.98419421414981,200,13.39,2040.0,36.0,28.0,13.39,2040.0,39.0,31.0,,,7.25
5754,42.400093352074215,-70.98362214002236,200,13.48,2100.0,36.0,28.0,13.48,2100.0,40.0,31.0,,,7.25
5755,42.39851782401272,-70.98308300449672,200,13.51,2040.0,36.0,28.0,13.51,2040.0,39.0,31.0,,,7.25
5756,42.39693632091725,-70.98257693669393,200,13.6,2040.0,33.0,25.0,13.6,2040.0,35.0,28.0,,,7.25
5757,42.39534922155214,-70.98210405781535,200,13.7,2040.0,36.0,28.0,13.7,2040.0,40.0,32.0,,,7.25
5758,42.393756906021984,-70.98166448111381,200,13.81,2040.0,37.0,28.0,13.81,2040.0,40.0,32.0,,,7.25
5759,42.392159755680616,-70.98125831186638,200,13.93,2100.0,37.0,29.0,13.93,2100.0,40.0,32.0,,,7.25
5760,42.39055815303984,-70.98088564734911,200,14.04,1800.0,36.0,28.0,14.04,1800.0,39.0,31.0,,,7.25
5761,42.38895248167768,-70.98054657681381,200,14.14,1800.0,36.0,28.0,14.14,1800.0,40.0,31.0,,,7.25
5762,42.3873431261467,-70.98024118146664,200,13.19,2040.0,37.0,29.0,13.19,2040.0,40.0,32.0,,,7.25
5763,42.38573047188175,-70.9799695344487,200,13.22,2100.0,37.0,29.0,13.22,2100.0,40.0,32.0,,,7.25
5764,42.38411490510773,-70.9797317008185,200,12.9,1980.0,36.0,28.0,12.9,1980.0,39.0,31.0,,,7.25
5765,42.38249681274708,-70.9795277375363,200,12.79,1920.0,36.0,28.0,12.79,1920.0,39.0,31.0,,,7.25
5766,42.38087658232711,-70.97935769345061,200,12.81,1980.0,36.0,28.0,12.81,1980.0,39.0,31.0,,,7.25
5767,42.379254601887176,-70.97922160928634,200,12.86,1980.0,36.0,28.0,12.86,1980.0,39.0,31.0,,,7.25
5768,42.377631259885774,-70.97911951763518,200,13.0,2100.0,37.0,28.0,13.0,2100.0,40.0,32.0,,,7.25
5769,42.37600694510746,-70.97905144294772,200,13.11,2100.0,37.0,29.0,13.11,2100.0,40.0,32.0,,,7.25
5770,42.37438204656982,-70.9790174015276,200,13.22,2100.0,37.0,29.0,13.22,2100.0,40.0,32.0,,,7.25
5771,42.37275695343017,-70.9790174015276,200,13.51,2160.0,38.0,29.0,13.51,2160.0,41.0,33.0,,,7.25
5772,42.37113205489254,-70.97905144294772,200,13.39,2040.0,37.0,29.0,13.39,2040.0,41.0,32.0,,,7.25
5773,42.369507740114244,-70.97911951763518,200,13.36,2160.0,38.0,29.0,13.36,2160.0,41.0,32.0,,,7.25
5774,42.36788439811283,-70.97922160928634,200,13.37,2040.0,37.0,29.0,13.37,2040.0,40.0,32.0,,,7.25
5775,42.36626241767289,-70.97935769345061,200,13.37,2040.0,37.0,29.0,13.37,2040.0,40.0,32.0,,,7.25
5776,42.36464218725293,-70.9795277375363,200,14.97,1980.0,39.0,31.0,14.97,1980.0,43.0,34.0,,,7.25
5777,42.36302409489228,-70.9797317008185,200,14.97,1980.0,39.0,31.0,14.97,1980.0,43.0,34.0,,,7.25
5778,42.36140852811826,-70.9799695344487,200,15.0,1980.0,40.0,31.0,15.0,1980.0,43.0,34.0,,,7.25
5779,42.359795873853294,-70.98024118146664,200,15.09,2040.0,40.0,31.0,15.09,2040.0,43.0,35.0,,,7.25
5780,42.35818651832232,-70.98054657681381,200,14.26,2520.0,40.0,31.0,14.26,2520.0,44.0,35.0,,,7.25
5781,42.35658084696017,-70.98088564734911,200,14.24,2520.0,40.0,31.0,14.24,2520.0,44.0,35.0,,,7.25
5782,42.35497924431938,-70.98125831186638,200,14.23,2520.0,40.0,31.0,14.23,2520.0,44.0,35.0,,,7.25
5783,42.353382093978034,-70.98166448111381,200,14.21,2520.0,40.0,31.0,14.21,2520.0,44.0,35.0,,,7.25
5784,42.351789778447866,-70.98210405781535,200,14.11,2460.0,40.0,31.0,14.11,2460.0,44.0,35.0,,,7.25
5785,42.350202679082756,-70.98257693669393,200,14.02,2460.0,40.0,31.0,14.02,2460.0,43.0,35.0,,,7.25
5786,42.34862117598729,-70.98308300449672,200,13.94,2400.0,40.0,31.0,13.94,2400.0,43.0,34.0,,,7.25
5787,42.34704564792578,-70.98362214002236,200,7.26,1500.0,25.0,19.0,7.26,1500.0,27.0,21.0,,,7.25
5788,42.34547647223153,-70.98419421414981,200,7.26,1560.0,25.0,19.0,7.26,1560.0,27.0,21.0,,,7.25
5789,42.343914024716476,-70.98479908986937,200,7.26,1560.0,25.0,19.0,7.26,1560.0,27.0,21.0,,,7.25
5790,42.3423586795812,-70.98543662231549,200,7.26,1560.0,25.0,19.0,7.26,1560.0,27.0,21.0,,,7.25
5791,42.340810809325255,-70.98610665880142,200,7.26,1560.0,25.0,19.0,7.26,1560.0,27.0,21.0,,,7.25
5792,42.339270784658034,-70.98680903885585,200,7.26,1620.0,24.0,18.0,7.26,1620.0,26.0,20.0,,,7.25
5793,42.33773897440986,-70.98754359426124,200,7.26,1560.0,23.0,17.0,7.26,1560.0,24.0,19.0,,,7.25
5794,42.33621574544382,-70.98831014909426,200,7.26,1620.0,23.0,17.0,7.26,1620.0,24.0,19.0,,,7.25
5795,42.334701462567786,-70.98910851976777,200,7.26,1620.0,23.0,17.0,7.26,1620.0,24.0,19.0,,,7.25
5796,42.33319648844703,-70.98993851507484,200,7.26,1620.0,23.0,17.0,7.26,1620.0,24.0,19.0,,,7.25
5797,42.331701183517474,-70.9907999362346,200,7.26,1620.0,20.0,14.0,7.26,1620.0,24.0,19.0,,,7.25
5798,42.33021590589927,-70.99169257693977,200,7.26,1620.0,20.0,14.0,7.26,1620.0,25.0,19.0,,,7.25
5799,42.32874101131107,-70.9926162234061,200,7.27,1620.0,20.0,14.0,7.27,1620.0,24.0,19.0,,,7.25
5800,42.32727685298482,-70.99357065442356,200,7.27,1620.0,20.0,14.0,7.27,1620.0,24.0,19.0,,,7.25
5801,42.32582378158117,-70.99455564140942,200,7.27,1620.0,20.0,14.0,7.27,1620.0,24.0,19.0,,,7.25
5802,42.32438214510553,-70.99557094846276,200,7.27,1620.0,20.0,14.0,7.27,1620.0,25.0,19.0,,,7.25
5803,42.32295228882464,-70.99661633242124,200,7.27,1620.0,20.0,14.0,7.27,1620.0,25.0,19.0,,,7.25
5804,42.32153455518393,-70.99769154291917,200,7.27,1680.0,20.0,14.0,7.27,1680.0,25.0,19.0,,,7.25
5805,42.320129283725535,-70.99879632244745,200,7.27,1680.0,20.0,15.0,7.27,1680.0,25.0,19.0,,,7.25
5806,42.3187368110069,-70.99993040641536,200,7.27,1680.0,20.0,15.0,7.27,1680.0,25.0,19.0,,,7.25
5807,42.31735747052024,-71.0010935232139,200,7.27,1680.0,20.0,15.0,7.27,1680.0,25.0,19.0,,,7.25
5808,42.315991592612654,-71.00228539428073,200,7.27,1740.0,20.0,15.0,7.27,1740.0,25.0,19.0,,,7.25
5809,42.314639504407,-71.00350573416706,200,7.27,1740.0,20.0,15.0,7.27,1740.0,25.0,20.0,,,7.25
5810,42.31330152972353,-71.00475425060584,200,7.27,1740.0,20.0,15.0,7.27,1740.0,25.0,19.0,,,7.25
5811,42.31197798900236,-71.00603064458187,200,7.27,1680.0,20.0,14.0,7.27,1680.0,25.0,19.0,,,7.25
5812,42.31066919922676,-71.00733461040342,200,14.53,2040.0,31.0,24.0,14.53,2040.0,40.0,31.0,,,7.25
5813,42.30937547384717,-71.0086658357753,200,14.3,1980.0,30.0,23.0,14.3,1980.0,39.0,31.0,,,7.25
5814,42.30809712270618,-71.01002400187387,200,14.32,1980.0,30.0,23.0,14.32,1980.0,39.0,31.0,,,7.25
5815,42.306834451964285,-71.01140878342319,200,14.32,1980.0,30.0,23.0,14.32,1980.0,39.0,31.0,,,7.25
5816,42.30558776402658,-71.01281984877308,200,14.32,1980.0,30.0,23.0,14.32,1980.0,39.0,31.0,,,7.25
5817,42.30435735747036,-71.01425685997846,200,14.32,1980.0,30.0,23.0,14.32,1980.0,39.0,31.0,,,7.25
5818,42.30314352697357,-71.01571947288028,200,14.14,1980.0,30.0,23.0,14.14,1980.0,38.0,31.0,,,7.25
5819,42.30194656324426,-71.01720733718804,200,13.99,1920.0,30.0,23.0,13.99,1920.0,38.0,30.0,,,7.25
5820,42.300766752950935,-71.01872009656356,200,13.87,1920.0,30.0,23.0,13.87,1920.0,38.0,30.0,,,7.25
5821,42.29960437865393,-71.02025738870644,200,13.84,1920.0,31.0,24.0,13.84,1920.0,32.0,25.0,,,7.25
5822,42.29845971873768,-71.02181884544068,200,13.92,1920.0,32.0,24.0,13.92,1920.0,32.0,25.0,,,7.25
5823,42.297333047344154,-71.02340409280305,200,13.91,1920.0,32.0,24.0,13.91,1920.0,32.0,25.0,,,7.25
5824,42.296224634307094,-71.0250127511325,200,13.87,1920.0,31.0,24.0,13.87,1920.0,32.0,25.0,,,7.25
5825,42.29513474508745,-71.02664443516112,200,13.86,1920.0,32.0,24.0,13.86,1920.0,32.0,25.0,,,7.25
5826,42.294063640709744,-71.02829875410646,200,13.56,1920.0,31.0,24.0,13.56,1920.0,32.0,25.0,,,7.25
5827,42.29301157769966,-71.02997531176506,200,13.39,1920.0,31.0,24.0,13.39,1920.0,31.0,25.0,,,7.25
5828,42.29197880802249,-71.03167370660742,200,13.17,1800.0,30.0,23.0,13.17,1800.0,31.0,24.0,,,7.25
5829,42.29096557902285,-71.03339353187404,200,13.09,1800.0,30.0,23.0,13.09,1800.0,31.0,24.0,,,7.25
5830,42.28997213336547,-71.035134375673,200,11.74,2160.0,29.0,22.0,11.74,2160.0,30.0,24.0,,,7.25
5831,42.288998708977,-71.0368958210784,200,11.57,2040.0,29.0,22.0,11.57,2040.0,29.0,23.0,,,7.25
5832,42.288045538989074,-71.03867744623045,200,11.6,2160.0,29.0,22.0,11.6,2160.0,30.0,23.0,,,7.25
5833,42.28711285168251,-71.04047882443629,200,11.92,2100.0,29.0,22.0,11.92,2100.0,30.0,24.0,,,7.25
5834,42.28620087043254,-71.04229952427235,200,11.81,1980.0,29.0,22.0,11.81,1980.0,29.0,23.0,,,7.25
5835,42.2853098136554,-71.0441391096875,200,11.48,2100.0,29.0,22.0,11.48,2100.0,29.0,23.0,,,7.25
5836,42.284439894756,-71.04599714010772,200,11.95,1980.0,29.0,22.0,11.95,1980.0,29.0,23.0,,,7.25
5837,42.283591322076774,-71.04787317054134,200,12.49,2100.0,30.0,23.0,12.49,2100.0,31.0,24.0,,,7.25
5838,42.28276429884783,-71.04976675168588,200,12.43,2100.0,30.0,23.0,12.43,2100.0,31.0,24.0,,,7.25
5839,42.28195902313828,-71.05167743003537,200,12.36,2220.0,30.0,23.0,12.36,2220.0,31.0,24.0,,,7.25
5840,42.281175687808734,-71.05360474798927,200,12.59,2100.0,30.0,23.0,12.59,2100.0,31.0,24.0,,,7.25
5841,42.280414480465204,-71.05554824396184,200,12.51,2040.0,30.0,23.0,12.51,2040.0,31.0,24.0,,,7.25
5842,42.27967558341412,-71.0575074524928,200,12.63,2220.0,31.0,23.0,12.63,2220.0,31.0,25.0,,,7.25
5843,42.27895917361865,-71.05948190435872,200,12.77,2100.0,30.0,23.0,12.77,2100.0,31.0,24.0,,,7.25
5844,42.27826542265639,-71.06147112668549,200,12.95,2100.0,31.0,23.0,12.95,2100.0,31.0,25.0,,,7.25
5845,42.27759449667817,-71.06347464306151,200,13.77,1920.0,31.0,24.0,13.77,1920.0,32.0,25.0,,,7.25
5846,42.27694655636841,-71.06549197365176,200,13.62,1920.0,28.0,21.0,13.62,1920.0,28.0,22.0,,,7.25
5847,42.27632175690643,-71.06752263531291,200,13.32,1980.0,31.0,24.0,13.32,1980.0,31.0,25.0,,,7.25
5848,42.275720247929456,-71.06956614170869,200,13.6,1920.0,31.0,24.0,13.6,1920.0,32.0,25.0,,,7.25
5849,42.275142173496775,-71.07162200342671,200,13.68,1980.0,31.0,24.0,13.68,1980.0,32.0,25.0,,,7.25
5850,42.27458767205509,-71.07368972809546,200,13.74,1980.0,32.0,24.0,13.74,1980.0,32.0,25.0,,,7.25
5851,42.274056876405524,-71.07576882050235,200,13.84,2040.0,29.0,22.0,13.84,2040.0,29.0,23.0,,,7.25
5852,42.273549913671715,-71.07785878271217,200,14.21,2040.0,29.0,22.0,14.21,2040.0,30.0,23.0,,,7.25
5853,42.273066905269424,-71.07995911418652,200,14.15,2040.0,29.0,22.0,14.15,2040.0,29.0,23.0,,,7.25
5854,42.27260796687743,-71.08206931190351,200,14.32,2100.0,29.0,22.0,14.32,2100.0,30.0,23.0,,,7.25
5855,42.27217320840983,-71.08418887047844,200,14.34,2100.0,29.0,22.0,14.34,2100.0,30.0,23.0,,,7.25
5856,42.27176273398971,-71.08631728228457,200,14.44,2100.0,29.0,22.0,14.44,2100.0,30.0,24.0,,,7.25
5857,42.27137664192422,-71.08845403757499,200,14.62,2100.0,30.0,23.0,14.62,2100.0,30.0,24.0,,,7.25
5858,42.27101502468103,-71.09059862460444,200,14.8,2160.0,30.0,23.0,14.8,2160.0,31.0,24.0,,,7.25
5859,42.270677968866146,-71.09275052975201,200,9.54,2100.0,23.0,17.0,9.54,2100.0,23.0,18.0,,,7.25
5860,42.270365555203256,-71.09490923764426,200,10.43,2160.0,24.0,18.0,10.43,2160.0,24.0,19.0,,,7.25
5861,42.27007785851429,-71.09707423127828,200,9.84,2100.0,23.0,17.0,9.84,2100.0,23.0,18.0,,,7.25
5862,42.269814947701576,-71.09924499214594,200,10.25,2160.0,24.0,18.0,10.25,2160.0,24.0,19.0,,,7.25
5863,42.26957688573131,-71.1014210003578,200,10.19,2100.0,24.0,18.0,10.19,2100.0,24.0,19.0,,,7.25
5864,42.269363729618476,-71.10360173476772,200,10.0,2100.0,23.0,17.0,10.0,2100.0,24.0,18.0,,,7.25
5865,42.2691755304132,-71.10578667309764,200,9.95,2100.0,23.0,17.0,9.95,2100.0,24.0,18.0,,,7.25
5866,42.26901233318851,-71.10797529206269,200,9.96,2040.0,23.0,17.0,9.96,2040.0,31.0,24.0,,,7.25
5867,42.26887417702957,-71.11016706749645,200,9.94,2040.0,23.0,17.0,9.94,2040.0,31.0,24.0,,,7.25
5868,42.26876109502426,-71.11236147447664,200,9.97,2040.0,23.0,17.0,9.97,2040.0,31.0,24.0,,,7.25
5869,42.26867311425533,-71.11455798745064,200,10.05,2100.0,23.0,17.0,10.05,2100.0,31.0,25.0,,,7.25
5870,42.26861025579385,-71.11675608036148,200,9.14,2040.0,22.0,16.0,9.14,2040.0,29.0,23.0,,,7.25
5871,42.26857253469421,-71.11895522677382,200,9.04,1980.0,21.0,16.0,9.04,1980.0,29.0,23.0,,,7.25
5872,42.26855995999046,-71.12115490000002,200,9.02,1980.0,21.0,16.0,9.02,1980.0,29.0,23.0,,,7.25
5873,42.26857253469421,-71.12335457322618,200,9.55,2040.0,22.0,16.0,9.55,2040.0,30.0,24.0,,,7.25
5874,42.26861025579385,-71.1255537196385,200,9.92,2040.0,27.0,20.0,9.92,2040.0,31.0,24.0,,,7.25
5875,42.26867311425533,-71.12775181254935,200,9.5,2040.0,26.0,19.0,9.5,2040.0,30.0,24.0,,,7.25
5876,42.26876109502426,-71.12994832552334,200,9.28,1980.0,25.0,19.0,9.28,1980.0,30.0,23.0,,,7.25
5877,42.26887417702957,-71.13214273250352,200,9.22,1980.0,25.0,19.0,9.22,1980.0,29.0,23.0,,,7.25
5878,42.26901233318851,-71.13433450793731,200,9.33,1980.0,26.0,19.0,9.33,1980.0,30.0,23.0,,,7.25
5879,42.2691755304132,-71.13652312690235,200,9.29,1980.0,25.0,19.0,9.29,1980.0,29.0,23.0,,,7.25
5880,42.269363729618476,-71.13870806523227,200,9.3,1980.0,25.0,19.0,9.3,1980.0,29.0,23.0,,,7.25
5881,42.26957688573131,-71.14088879964218,200,9.18,1860.0,25.0,19.0,9.18,1860.0,29.0,23.0,,,7.25
5882,42.269814947701576,-71.14306480785405,200,9.38,1860.0,25.0,19.0,9.38,1860.0,29.0,23.0,,,7.25
5883,42.27007785851429,-71.1452355687217,200,9.41,1860.0,25.0,19.0,9.41,1860.0,29.0,23.0,,,7.25
5884,42.270365555203256,-71.14740056235574,200,9.43,1920.0,25.0,19.0,9.43,1920.0,29.0,23.0,,,7.25
5885,42.270677968866146,-71.14955927024795,200,9.58,1980.0,26.0,19.0,9.58,1980.0,30.0,24.0,,,7.25
5886,42.27101502468103,-71.15171117539556,200,9.52,1920.0,26.0,19.0,9.52,1920.0,30.0,23.0,,,7.25
5887,42.27137664192422,-71.15385576242501,200,9.52,1920.0,26.0,19.0,9.52,1920.0,30.0,23.0,,,7.25
5888,42.27176273398971,-71.15599251771542,200,11.96,2100.0,29.0,22.0,11.96,2100.0,35.0,27.0,,,7.25
5889,42.27217320840983,-71.15812092952156,200,11.46,1980.0,28.0,22.0,11.46,1980.0,33.0,26.0,,,7.25
5890,42.27260796687743,-71.16024048809649,200,11.39,1980.0,28.0,21.0,11.39,1980.0,33.0,26.0,,,7.25
5891,42.273066905269424,-71.16235068581348,200,11.43,1980.0,28.0,21.0,11.43,1980.0,33.0,26.0,,,7.25
5892,42.273549913671715,-71.16445101728782,200,12.94,2040.0,32.0,25.0,12.94,2040.0,37.0,30.0,,,7.25
5893,42.274056876405524,-71.16654097949764,200,12.82,2040.0,32.0,24.0,12.82,2040.0,37.0,29.0,,,7.25
5894,42.27458767205509,-71.16862007190451,200,12.79,2040.0,32.0,24.0,12.79,2040.0,37.0,29.0,,,7.25
5895,42.275142173496775,-71.17068779657328,200,13.12,2040.0,32.0,25.0,13.12,2040.0,38.0,30.0,,,7.25
5896,42.275720247929456,-71.17274365829131,200,7.26,900.0,32.0,24.0,7.26,900.0,37.0,30.0,,,7.25
5897,42.27632175690643,-71.17478716468709,200,12.68,1920.0,31.0,24.0,12.68,1920.0,37.0,29.0,,,7.25
5898,42.27694655636841,-71.1768178263482,200,12.79,1980.0,29.0,22.0,12.79,1980.0,30.0,24.0,,,7.25
